stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
1452,1452,"W Main Rd at Williams Rd",,42.2010231018,-79.873344,,,0,,0
1453,1453,"W Main Rd at Cemetery Rd",,42.2084541321,-79.855476,,,0,,0
1454,1454,"W Main Rd at Clinton St",,42.2111968994,-79.847191,,,0,,0
1455,1455,"W Main Rd at West St",,42.2126274109,-79.844437,,,0,,0
1456,1456,"W Main St at S Mill St",,42.2136421204,-79.842339,,,0,,0
1457,1457,"W Main St at Robinson St",,42.2148017883,-79.83857,,,0,,0
1458,1458,"W Main Rd at S Pearl St",,42.2152099609,-79.837257,,,0,,0
1459,1459,"W Main Rd at S Lake St",,42.2159156799,-79.834763,,,0,,0
146,146,"W 18th St at Walnut St",,42.1145820618,-80.088783,,,0,,0
1461,1461,"S Lake St at Clinton St",,42.2112503052,-79.836578,,,0,,0
1462,1462,"S Lake St at Ackerman Ln",,42.2059745789,-79.837685,,,0,,0
1463,1463,"Station Rd at W Law Rd",,42.1987304688,-79.838051,,,0,,0
1464,1464,"Station Rd at Monticello Dr",,42.1972999573,-79.838089,,,0,,0
147,147,"W 18th St at Cherry St",,42.1137084961,-80.091156,,,0,,0
1472,1472,"Old French Rd at E 35th St",,42.106426239,-80.062233,,,0,,0
1473,1473,"Old French Rd at E 33rd St",,42.1081619263,-80.062637,,,0,,0
1474,1474,"Old French Rd opp E 30th St",,42.1115608215,-80.063377,,,0,,0
148,148,"W 18th St at Poplar St",,42.112827301,-80.093552,,,0,,0
149,149,"W 18th St at Liberty St",,42.112361908,-80.094803,,,0,,0
15,15,"Walmart Plaza ARRIVAL",,41.8772659302,-80.174744,,,0,,0
150,150,"W 18th St at Cascade St",,42.1109466553,-80.098648,,,0,,0
151,151,"W 18th St at Raspberry St",,42.1100769043,-80.10099,,,0,,0
152,152,"Raspberry St at W 20th St",,42.1084365845,-80.100136,,,0,,0
153,153,"Raspberry St at W 21st St",,42.1075973511,-80.099579,,,0,,0
154,154,"Raspberry St at W 22nd St",,42.1067886353,-80.09903,,,0,,0
155,155,"Raspberry St at W 23rd St",,42.1059761047,-80.09848,,,0,,0
156,156,"Brown Ave at Cranberry St",,42.1044311523,-80.100128,,,0,,0
157,157,"Brown Ave at W 25th St",,42.1035346985,-80.100578,,,0,,0
158,158,"Brown Ave at W 26th St",,42.1018562317,-80.101234,,,0,,0
