stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
159,159,"W 26th St at Safe Harbor",,42.1014518738,-80.102257,,,0,,0
160,160,"W 26th at Tops Market",,42.100566864,-80.10466,,,0,,0
161,161,"W 26th St at Greengarden",,42.0992431641,-80.108185,,,0,,0
162,162,"W 26th St at Haybarger Ave",,42.0983123779,-80.110725,,,0,,0
163,163,"W 26th St at Berst Ave",,42.0974349976,-80.113091,,,0,,0
164,164,"W 26th St at Geist Rd",,42.0965957642,-80.115379,,,0,,0
165,165,"W 26th St at Rudolph Ave",,42.0957145691,-80.117798,,,0,,0
166,166,"W 26th St at Crescent",,42.091884613,-80.128258,,,0,,0
167,167,"W 26th St opp Zuck Rd",,42.0902862549,-80.132217,,,0,,0
168,168,"W 26th St at Peninsula Dr (GetGo)",,42.0879135132,-80.138489,,,0,,0
169,169,"W 26th St at Homer Ave",,42.0861587524,-80.143242,,,0,,0
170,170,"W 26th St at Midland",,42.0849876404,-80.146362,,,0,,0
171,171,"W 26th St at Yoder Dr",,42.0847434998,-80.147026,,,0,,0
172,172,"W 26th St at Loveland Ave",,42.0827293396,-80.152451,,,0,,0
173,173,"W 26th St at Caughey Rd",,42.0818481445,-80.154816,,,0,,0
174,174,"W 26th at Powell Ave",,42.0805053711,-80.158501,,,0,,0
175,175,"W 26th St at Colonial Ave",,42.0796279907,-80.164062,,,0,,0
176,176,"W 26th St at Sherwood",,42.076374054,-80.173103,,,0,,0
177,177,"W Ridge Rd at Asbury Rd",,42.0721931458,-80.182014,,,0,,0
1771,1771,"TRITECH & RT 99",,42.0132331848,-80.133995,,,0,,0
178,178,"W Ridge Rd at Milfair Rd",,42.0637664795,-80.198608,,,0,,0
179,179,"Institute of Medical and Business Career",,42.0608787537,-80.203964,,,0,,0
180,180,"W Ridge Rd at Milfair Rd",,42.0634841919,-80.198692,,,0,,0
1801,1801,"Behrend-Hungry Howies/U Gate Apt",,42.1242141724,-79.98114,,,0,,0
1803,1803,"PSU Burke Center",,42.1176605225,-79.981087,,,0,,0
1804,1804,"PSU Ohio Hall",,42.1163825989,-79.984779,,,0,,0
1806,1806,"PSU Hudson Lofts",,42.1195449829,-79.96946,,,0,,0
1807,1807,"PSU Junker Center",,42.120765686,-79.977669,,,0,,0
181,181,"W 26th St at Swanville Rd",,42.064994812,-80.194771,,,0,,0
182,182,"W 26th St at St. Marys Asbury Ridge",,42.0691871643,-80.186562,,,0,,0
183,183,"W 26th St at Asbury Rd",,42.071685791,-80.182213,,,0,,0
184,184,"Meadowgreen Acres (Bus Shelter)",,42.0732421875,-80.179436,,,0,,0
185,185,"W 26th St at Patio",,42.0750656128,-80.175537,,,0,,0
186,186,"W 26th St at Mc Kee Rd",,42.0775375366,-80.169479,,,0,,0
187,187,"Blair Corporation",,42.0795173645,-80.163239,,,0,,0
188,188,"W 26th St at Powell Ave",,42.0798492432,-80.159752,,,0,,0
189,189,"W 26th St at Caughey Rd",,42.0815086365,-80.155083,,,0,,0
190,190,"W 26th St at Loveland Ave",,42.0824623108,-80.152519,,,0,,0
1901,1901,"Gannon-Kenilworth Apartments",,42.1264038086,-80.093353,,,0,,0
1902,1902,"Gannon Werhle Hall",,42.1279678345,-80.089081,,,0,,0
1903,1903,"Gannon Morosky Academic Center",,42.1252708435,-80.086571,,,0,,0
191,191,"W 26th St at Lafayette Rd",,42.0838317871,-80.148842,,,0,,0
192,192,"W 26th St at Hastings Rd",,42.0844230652,-80.147301,,,0,,0
193,193,"W 26th St at Midland Rd",,42.0846786499,-80.146591,,,0,,0
194,194,"W 26th St at Homer Ave",,42.0859069824,-80.143242,,,0,,0
1949,1949,"ERIE COUNTY COMMUNITY COLLEGE",,42.1074,-80.13654,,,0,,0
195,195,"W 26th St at Angle St",,42.0871620178,-80.13987,,,0,,0
196,196,"W 26th St at Zuck Rd",,42.0899543762,-80.132347,,,0,,0
197,197,"W 26th St at Crescent",,42.0910339355,-80.129776,,,0,,0
198,198,"W 26th St at Rudolph Ave",,42.095451355,-80.117935,,,0,,0
199,199,"W 26th St at Hudson Rd",,42.0963439941,-80.115593,,,0,,0
1996,1996,"W 10th at Peach",,42.1250801086,-80.083939,,,0,,0
1998,1998,"E 38th St at Ash St",,42.1070861816,-80.0541,,,0,,0
2,2,"Intermodal Center",,42.1371383667,-80.085602,,,0,,0
2002,2002,"7th & French St (Bus Shelters)",,42.1282234192,-80.082855,,,0,,0
2003,2003,"W 9th at Peach",,42.1257247925,-80.084358,,,0,,0
2004,2004,"E 10th St at French St",,42.1258964539,-80.081871,,,0,,0
2005,2005,"18th & STATE",,42.1185798645,-80.078094,,,0,,0
2006,2006,"State at 18th St",,42.1186294556,-80.07795,,,0,,0
2009,2009,"38th St at State St",,42.1022644043,-80.066902,,,0,,0
201,201,"W 26th St at Greengarden",,42.09897995,-80.108429,,,0,,0
2010,2010,"38th St at State St",,42.1019859314,-80.067421,,,0,,0
2011,2011,"E 26th St at Parade St",,42.1151008606,-80.064987,,,0,,0
2012,2012,"Old French at E 38th St",,42.1041946411,-80.061798,,,0,,0
2013,2013,"E 26th St at State St",,42.1119689941,-80.073334,,,0,,0
2014,2014,"E 38th at Mercyhurst",,42.1066207886,-80.054726,,,0,,0
2015,2015,"E 26th at Elm st",,42.1229629517,-80.043846,,,0,,0
2016,2016,"Buffalo Rd at Saltsman",,42.1504631042,-79.994377,,,0,,0
2017,2017,"Buffalo Rd at Saltsman",,42.1506729126,-79.994293,,,0,,0
2018,2018,"E 26th at Parade Blvd",,42.1152420044,-80.064835,,,0,,0
202,202,"W 26th St at Washington Ave",,42.1004219055,-80.104553,,,0,,0
2021,2021,"Peach at Avalon",,42.1258010864,-80.084412,,,0,,0
2022,2022,"Rice Ave at E 38th St",,42.1210517883,-80.014984,,,0,,0
2023,2023,"Rice Ave at E 41st",,42.1185302734,-80.011185,,,0,,0
2029,2029,"E 6th St  at Payne",,42.1406784058,-80.055664,,,0,,0
203,203,"W 26th St at Melrose Ave",,42.1012382507,-80.102325,,,0,,0
2030,2030,"Main St at Water St",,42.1489295959,-80.01947,,,0,,0
2031,2031,"Main St at Water St Inbound",,42.1490287781,-80.0196,,,0,,0
2033,2033,"E 6th St at Payne Inbound",,42.1409568787,-80.055374,,,0,,0
2034,2034,"E 18th St at Parade Blvd IB",,42.1217880249,-80.069237,,,0,,0
2035,2035,"E 21st at Perry IB",,42.1234664917,-80.056412,,,0,,0
2036,2036,"Buffalo Rd at Nagle Inbound",,42.1449203491,-80.002563,,,0,,0
2037,2037,"W 26th St at Peach",,42.111415863,-80.075104,,,0,,0
204,204,"Brown Ave at W 26th St",,42.1024017334,-80.100838,,,0,,0
2040,2040,"W 26th at Peninsula",,42.0884246826,-80.136337,,,0,,0
2041,2041,"WalMart West",,42.0666885376,-80.194122,,,0,,0
2042,2042,"W 12th at Grace",,42.0858383179,-80.180954,,,0,,0
205,205,"Brown Ave at W 25th St",,42.1035346985,-80.100426,,,0,,0
206,206,"Brown Ave at Cranberry St",,42.1040840149,-80.100212,,,0,,0
207,207,"Brown Ave at Raspberry St",,42.1057815552,-80.098412,,,0,,0
208,208,"Raspberry St at W 22nd St",,42.1067085266,-80.098816,,,0,,0
209,209,"Raspberry St at W 21st St",,42.1075057983,-80.099327,,,0,,0
210,210,"Raspberry St at W 20th St",,42.1083183289,-80.099884,,,0,,0
2100,2100,"Corry Hospital",,41.9358215332,-79.613251,,,0,,0
2101,2101,"Corry Walmart",,41.9336395264,-79.612473,,,0,,0
2103,2103,"N Shady Ave at E Main St",,41.9194793701,-79.616333,,,0,,0
2104,2104,"E Main St at Ave A",,41.9213790894,-79.62352,,,0,,0
2105,2105,"E Main St at Summer St",,41.921421051,-79.627983,,,0,,0
2106,2106,"E Main St at Pennsylvania Ave",,41.9213790894,-79.633987,,,0,,0
2107,2107,"E Main St at N Center St (Bus Shelter)",,41.9205513,-79.639977,,,0,,0
2108,2108,"S Center St at W Pleasant St",,41.9188804626,-79.63987,,,0,,0
2109,2109,"S Center St at Airport Rd",,41.910610199,-79.632607,,,0,,0
211,211,"W 18th St at Raspberry St",,42.1100959778,-80.100632,,,0,,0
2110,2110,"Tonnard Manufacturing",,41.911239624,-79.641571,,,0,,0
2111,2111,"Sprint St at Brook St",,41.9161605835,-79.641479,,,0,,0
2112,2112,"Spring St at W Pleasant St",,41.9183616638,-79.641579,,,0,,0
2113,2113,"Corry Senior Center",,41.9189109802,-79.642776,,,0,,0
2114,2114,"W Washington St at Plaza St",,41.9218902588,-79.645477,,,0,,0
2115,2115,"W Washington at Essex St",,41.9215698242,-79.648697,,,0,,0
2116,2116,"W Washington St at Worth St",,41.9199981689,-79.651421,,,0,,0
2117,2117,"Davita Dialysis",,41.9240493774,-79.652649,,,0,,0
2118,2118,"Corry Manor",,41.9310569763,-79.651337,,,0,,0
2119,2119,"Credit Union",,41.9350090027,-79.651894,,,0,,0
212,212,"W 18th St at Cascade St",,42.1107673645,-80.098808,,,0,,0
2120,2120,"Corry Plaza",,41.9342002869,-79.654037,,,0,,0
2121,2121,"W Columbus Ave at Advance Auto Parts",,41.9364814758,-79.642868,,,0,,0
2122,2122,"Plastics Rd at Enterprise Rd",,41.9437484741,-79.641632,,,0,,0
2123,2123,"Corry Industrial Park",,41.9429512024,-79.63797,,,0,,0
2124,2124,"Snyder Cir",,41.9357795715,-79.639282,,,0,,0
2125,2125,"Wright St at Raymond St",,41.9324111938,-79.638763,,,0,,0
2126,2126,"N Center St at Elk St",,41.9304389954,-79.641449,,,0,,0
2127,2127,"N Center St opp E Bond St",,41.928478241,-79.641449,,,0,,0
2128,2128,"N Center St at W Smith St",,41.9253311157,-79.641518,,,0,,0
213,213,"W 18th St at Liberty St",,42.1121253967,-80.095123,,,0,,0
2130,2130,"E Wasington (Corry Counseling)",,41.9221992493,-79.640152,,,0,,0
2131,2131,"E Washington at Pennsylvania Ave",,41.9248809814,-79.63446,,,0,,0
2132,2132,"Shawnee Trailer Park",,41.9325485229,-79.61853,,,0,,0
2133,2133,"Barber Center",,41.9393768311,-79.631111,,,0,,0
2134,2134,"Enterprise Place",,41.9310684204,-79.611465,,,0,,0
2135,2135,"Sciota at E.Columbus",,41.9358215332,-79.629265,,,0,,0
2136,2136,"Fudpucker",,41.9352226257,-79.628777,,,0,,0
214,214,"W 18th St at Cherry St",,42.1135292053,-80.091324,,,0,,0
215,215,"W 18th St at Walnut St",,42.1144065857,-80.088913,,,0,,0
216,216,"W 18th St at Chesnut St",,42.1152801514,-80.08654,,,0,,0
217,217,"W 18th St at Myrtle St",,42.1161613464,-80.084137,,,0,,0
218,218,"W 18th St at Sassafras St",,42.1170196533,-80.081856,,,0,,0
219,219,"W 18th St at Peach St",,42.1175498962,-80.080101,,,0,,0
2195,2195,"Walmart West",,42.0669441223,-80.193832,,,0,,0
220,220,"W 26th St at James Ave",,42.0874671936,-80.139862,,,0,,0
2291,2291,"Grimm Industries",,42.0395126343,-80.243454,,,0,,0
2292,2292,"Matrix Tools OB",,42.0226593018,-80.257271,,,0,,0
2293,2293,"Fairview Industrial Park West",,42.0089912415,-80.246719,,,0,,0
2296,2296,"Fairview Industrial Park IB",,42.0130004883,-80.228729,,,0,,0
2297,2297,"Matrix Tools IB",,42.022769928,-80.257019,,,0,,0
233,233,"W 6th St at Cascade St",,42.1219177246,-80.105957,,,0,,0
234,234,"W 6th St at Raspberry St",,42.1210289001,-80.108337,,,0,,0
235,235,"W 6th St at Cranberry St",,42.1201629639,-80.110703,,,0,,0
236,236,"W 6th St opp Washington Pl",,42.1195068359,-80.112915,,,0,,0
237,237,"W 6th St at Top Rd",,42.1196746826,-80.115265,,,0,,0
238,238,"W 6th St at Monoca",,42.1194152832,-80.116852,,,0,,0
239,239,"W 6th St at Frontier",,42.1189537048,-80.11805,,,0,,0
240,240,"W 6th St at Cherokee",,42.1185150146,-80.119232,,,0,,0
241,241,"W 6th St at Seminole",,42.116481781,-80.120842,,,0,,0
242,242,"W 6th St at Lincoln Ave",,42.115562439,-80.123207,,,0,,0
243,243,"W 6th St at Kahkwa",,42.1148033142,-80.125214,,,0,,0
244,244,"W 6th St at Delaware Ave",,42.1140365601,-80.127296,,,0,,0
245,245,"W 6th St at Maryland Ave",,42.1133384705,-80.129211,,,0,,0
246,246,"W 6th St at Beverly",,42.1124954224,-80.131409,,,0,,0
247,247,"W 6th St at Colorado",,42.111618042,-80.133629,,,0,,0
248,248,"W 6th St at Pittsburgh Ave",,42.1109542847,-80.134727,,,0,,0
249,249,"Pittsburgh Ave at W 8th St",,42.1092567444,-80.133598,,,0,,0
251,251,"W 12th St opp Taco Bell",,42.0996322632,-80.146385,,,0,,0
252,252,"W 12th St at Michigan",,42.097240448,-80.152863,,,0,,0
253,253,"W 12th St at Idaho Ave",,42.0957946777,-80.156731,,,0,,0
254,254,"W 12th St at Marshall Ave",,42.0951004028,-80.158653,,,0,,0
255,255,"W 12th St at Linden Ave",,42.0936889648,-80.162483,,,0,,0
257,257,"W 12th St at Chelsea Ave",,42.0913085938,-80.168884,,,0,,0
258,258,"W 12th St at Ardmore Ave",,42.0906143188,-80.170792,,,0,,0
259,259,"W 12th St at Hartt Rd",,42.0895805359,-80.173553,,,0,,0
260,260,"W 8th St at Indiana",,42.1081504822,-80.136703,,,0,,0
261,261,"W 8th St at Sommerheim",,42.1068382263,-80.140114,,,0,,0
262,262,"W 8th St at Lowell Ave",,42.1054954529,-80.14373,,,0,,0
263,263,"W Lake Rd",,42.1035194397,-80.154442,,,0,,0
264,264,"W Lake Rd at Kelso",,42.103313446,-80.156891,,,0,,0
265,265,"W Lake Rd at Oregon Ave",,42.1032104492,-80.158112,,,0,,0
266,266,"W Lake Rd at Baer",,42.1031150818,-80.158951,,,0,,0
267,267,"W Lake Rd at Marshall",,42.1014938354,-80.162949,,,0,,0
268,268,"W Lake Rd at Clifton",,42.1004333496,-80.16452,,,0,,0
269,269,"W Lake Rd at Shorehaven",,42.0985565186,-80.167473,,,0,,0
270,270,"W Lake Rd at Strathmore Ave",,42.0973320007,-80.169342,,,0,,0
2701,2701,"Old French Rd at Perry Hwy",,42.0808410645,-80.052292,,,0,,0
2702,2702,"Crosbys",,42.0687904358,-80.039162,,,0,,0
2703,2703,"Crossroads Communtiy Baptist",,42.0811805725,-80.05217,,,0,,0
271,271,"W Lake Rd at Roslyn Ave",,42.0968780518,-80.170029,,,0,,0
272,272,"W Lake Rd at Chelsea Ave",,42.095741272,-80.171783,,,0,,0
273,273,"W Lake Rd at Ardmore Ave",,42.0946922302,-80.173447,,,0,,0
274,274,"W Lake Rd at McConnell Ave",,42.0935897827,-80.175148,,,0,,0
275,275,"W Lake Rd at Montpelier Ave",,42.0924491882,-80.176949,,,0,,0
276,276,"W Lake Rd at Harmony",,42.0918579102,-80.177902,,,0,,0
277,277,"W Lake Rd at Grace St",,42.088596344,-80.183128,,,0,,0
278,278,"W Lake Rd at Grand Harbour",,42.087184906,-80.185387,,,0,,0
279,279,"W Lake Rd at Duncan Rd",,42.0840492249,-80.186821,,,0,,0
281,281,"W Ridge Rd at Manchester Rd",,42.056640625,-80.216118,,,0,,0
287,287,"W Lake Rd at Hardscrabble",,42.0716209412,-80.216438,,,0,,0
293,293,"W Lake Rd at Duncan Rd",,42.0839996338,-80.186607,,,0,,0
294,294,"W Lake Rd at Kerry Ln",,42.0865020752,-80.185829,,,0,,0
295,295,"W Lake Rd at Western Ln",,42.0875434875,-80.184525,,,0,,0
296,296,"W Lake Rd at Grace St",,42.0885009766,-80.183044,,,0,,0
297,297,"W Lake Rd at Northgate",,42.0897521973,-80.181038,,,0,,0
298,298,"W Lake Rd at Shenk Ave",,42.0911941528,-80.178673,,,0,,0
299,299,"W Lake Rd at Grant Ave",,42.0917892456,-80.177666,,,0,,0
300,300,"W Lake Rd at Montpelier Ave",,42.0923461914,-80.176788,,,0,,0
301,301,"W Lake Rd at McConnell Ave",,42.093536377,-80.174919,,,0,,0
302,302,"W Lake Rd at Ardmore Ave",,42.0944442749,-80.173515,,,0,,0
3027,3027,"6N at YMCA Drive",,41.8809204102,-80.15406,,,0,,0
3028,3028,"Highland Senior Apartments",,41.882850647,-80.154648,,,0,,0
303,303,"W Lake Rd at Chelsea Ave",,42.0954818726,-80.171906,,,0,,0
3030,3030,"Harborcreek Senior Center",,42.1619682312,-80.013298,,,0,,0
3031,3031,"Asbury Rd at W 23rd St",,42.0734062195,-80.183273,,,0,,0
3032,3032,"Wegmans",,42.070148468,-80.190567,,,0,,0
304,304,"W Lake Rd at Powell Ave",,42.0962638855,-80.170639,,,0,,0
305,305,"W Lake Rd at Beaumont Ave",,42.0970954895,-80.169388,,,0,,0
306,306,"W Lake Rd at Potomac Ave",,42.0983695984,-80.167412,,,0,,0
307,307,"W Lake Rd at Clifton",,42.100189209,-80.164589,,,0,,0
308,308,"W Lake Rd at Marshall",,42.1012306213,-80.163002,,,0,,0
309,309,"W Lake Rd at Oregon Ave",,42.1030769348,-80.158211,,,0,,0
310,310,"W Lake Rd at Wyoming Ave",,42.1032714844,-80.155647,,,0,,0
311,311,"W Lake Rd",,42.1035423279,-80.152527,,,0,,0
312,312,"W 8th St at Filmore Ave",,42.1046791077,-80.1455,,,0,,0
313,313,"W 8th St at Lowell Ave",,42.1053352356,-80.143745,,,0,,0
314,314,"W 8th St at Campbell Ave",,42.1059684753,-80.142052,,,0,,0
315,315,"W 8th St at Douglas",,42.1066131592,-80.14032,,,0,,0
316,316,"E 38th St at Bird",,42.123046875,-80.009109,,,0,,0
317,317,"Bayfront Connector at Shannon Rd",,42.1234855652,-79.998871,,,0,,0
318,318,"Burton St at E 31st St",,42.1178092957,-80.042503,,,0,,0
319,319,"E 38th St at Dexter Ave",,42.1127090454,-80.038055,,,0,,0
32,32,"Erie County Courthouse",,42.1293296814,-80.088829,,,0,,0
320,320,"E 38th St at Tuttle Ave",,42.1131248474,-80.036934,,,0,,0
321,321,"E 38th St at Warsaw Ave",,42.1137275696,-80.035278,,,0,,0
322,322,"E 38th St at Maxwell Ave",,42.114112854,-80.034233,,,0,,0
323,323,"E 38th St at Davison Ave",,42.1144981384,-80.033195,,,0,,0
324,324,"E 38th St at Marion St",,42.1155929565,-80.030182,,,0,,0
325,325,"Tops Friendly Markets (Bus Shelter)",,42.1175842285,-80.029839,,,0,,0
326,326,"Zimmerman Rd at E 38th St",,42.1179275513,-80.024689,,,0,,0
327,327,"E 38th St at Nancy Ave",,42.1193122864,-80.020088,,,0,,0
328,328,"E 38th St at Carney Ave",,42.1197471619,-80.018898,,,0,,0
329,329,"E 38th St at English Ave",,42.1201705933,-80.017769,,,0,,0
330,330,"E 38th St at McClelland Ave",,42.1205711365,-80.01667,,,0,,0
331,331,"E 38th St at Rice Ave",,42.1210441589,-80.01519,,,0,,0
3318,3318,"UPMCHEALTHPLAN",,42.139667511,-80.080009,,,0,,0
332,332,"Behrend Campus- Reed Hall",,42.1199188232,-79.983261,,,0,,0
333,333,"Station Rd opp Hungry Howies",,42.1240882874,-79.98159,,,0,,0
335,335,"E 38th St at McClelland Ave",,42.1208457947,-80.016373,,,0,,0
336,336,"E 38th St at Carney Ave",,42.1198921204,-80.019096,,,0,,0
337,337,"E 38th St at Nancy Ave",,42.1193084717,-80.020721,,,0,,0
338,338,"E 38th St at McCain Ave",,42.1186141968,-80.022598,,,0,,0
339,339,"E 38th St at Zimmerman Rd",,42.1179580688,-80.024376,,,0,,0
34,34,"14th and State Southbound",,42.1218643188,-80.080399,,,0,,0
340,340,"E 38th St opp Hoyt St (Bus Shelter)",,42.1169776917,-80.027016,,,0,,0
341,341,"E 38th St opp Marion St",,42.1157417297,-80.030388,,,0,,0
342,342,"E 38th St at Davison Ave",,42.1147422791,-80.033096,,,0,,0
343,343,"E 38th St at Tuttle Ave",,42.1133613586,-80.03688,,,0,,0
344,344,"E 38th St at Burton Ave",,42.1125602722,-80.03904,,,0,,0
345,345,"E 26th St at State St",,42.1119804382,-80.073074,,,0,,0
346,346,"E 26th St at Holland St",,42.1132278442,-80.069923,,,0,,0
347,347,"E 26th St at German St OB",,42.1140975952,-80.067535,,,0,,0
348,348,"E 26th St at Parade St",,42.1149864197,-80.065125,,,0,,0
349,349,"E 26th St at WallaceOB",,42.1158676147,-80.062744,,,0,,0
350,350,"E 26th St at Ash St OB",,42.1166877747,-80.060524,,,0,,0
351,351,"E 26th St at Reed St OB",,42.117515564,-80.058266,,,0,,0
352,352,"E 26th St at Monroe Ave",,42.1180801392,-80.056725,,,0,,0
353,353,"E 26th St at Wayne St",,42.118347168,-80.056,,,0,,0
354,354,"E 26th St at Perry St",,42.1191673279,-80.05378,,,0,,0
355,355,"E 26th St at East Ave OB",,42.1200256348,-80.05146,,,0,,0
356,356,"26th at Pa Ave OB",,42.1208839417,-80.049095,,,0,,0
357,357,"E 26th St at Brandes St OB",,42.1217269897,-80.046814,,,0,,0
358,358,"E 26th St at Elm St",,42.122795105,-80.043915,,,0,,0
359,359,"E 26th St at Brandes St IB",,42.1219177246,-80.046661,,,0,,0
360,360,"E 26th at Pennsylvania Ave IB",,42.1210594177,-80.049004,,,0,,0
361,361,"E 26th St at East Ave",,42.1202201843,-80.0513,,,0,,0
362,362,"E 26th St at Perry St",,42.119354248,-80.05365,,,0,,0
363,363,"E 26th St at Wayne St",,42.1185340881,-80.055878,,,0,,0
364,364,"E 26th St at Reed St IB",,42.1177024841,-80.058144,,,0,,0
365,365,"E 26th St at Ash St IB",,42.1168785095,-80.060349,,,0,,0
366,366,"E 26th St at Wallace St IB",,42.1160583496,-80.062584,,,0,,0
367,367,"E 26th St at Parade St",,42.1152534485,-80.064857,,,0,,0
368,368,"E 26th St at German St IB",,42.1142883301,-80.067398,,,0,,0
369,369,"E 26th St at Holland St",,42.113407135,-80.069778,,,0,,0
370,370,"E 26th St at French St",,42.112537384,-80.072144,,,0,,0
371,371,"E 26th St at State St",,42.1120758057,-80.073425,,,0,,0
372,372,"E 28th St at Florence Ave",,42.1208000183,-80.043388,,,0,,0
373,373,"E 28th St at Burns Ave",,42.1214752197,-80.041481,,,0,,0
374,374,"E 28th St at Gloth Ave",,42.1218528748,-80.040466,,,0,,0
375,375,"E 28th St at New St",,42.1222572327,-80.039314,,,0,,0
376,376,"E 28th St at Tuttle Ave",,42.1212768555,-80.042465,,,0,,0
377,377,"Burton Ave at E 29th St",,42.1198043823,-80.043968,,,0,,0
378,378,"Burton Ave at E 30th St",,42.1189918518,-80.043442,,,0,,0
379,379,"Burton Ave at E 30th St",,42.1185722351,-80.042999,,,0,,0
380,380,"Burton Ave at E 31st St",,42.1181602478,-80.042908,,,0,,0
381,381,"Burton Ave at E 32nd St",,42.117351532,-80.042381,,,0,,0
382,382,"Burton Ave at E 32nd St",,42.1170272827,-80.042015,,,0,,0
383,383,"Burton Ave at E 33rd St",,42.1162757874,-80.041512,,,0,,0
384,384,"Burton Ave at E 35th St",,42.1147232056,-80.040497,,,0,,0
385,385,"Burton Ave at E 36th St",,42.1139526367,-80.040001,,,0,,0
386,386,"Burton Ave at E 36th St",,42.1139030457,-80.040131,,,0,,0
387,387,"Burton Ave at E 37th St",,42.1131820679,-80.03949,,,0,,0
388,388,"Burton Ave at E 37th St",,42.1131858826,-80.039665,,,0,,0
389,389,"Burton Ave at E 38th St",,42.1125183105,-80.03923,,,0,,0
390,390,"E 38th St at Old French Rd",,42.1039505005,-80.061897,,,0,,0
391,391,"E 38th St at VA Hospital",,42.1024932861,-80.065887,,,0,,0
392,392,"E 38th St at Burton Ave",,42.1123161316,-80.039146,,,0,,0
393,393,"E 38th St at Hoyt St",,42.1167411804,-80.027122,,,0,,0
394,394,"E 38th St at Zimmerman Rd",,42.1177482605,-80.024353,,,0,,0
395,395,"E 38th St at Pennsylvania St",,42.1112861633,-80.042458,,,0,,0
396,396,"E 38th St at East Ave",,42.1105499268,-80.044449,,,0,,0
397,397,"E 38th St at Perry St",,42.1095657349,-80.047188,,,0,,0
398,398,"E 38th St at Pine Ave EB ON 38TH",,42.1085777283,-80.04982,,,0,,0
399,399,"E 38th St at Reed St",,42.1079216003,-80.051674,,,0,,0
400,400,"E 38th St at Ash St",,42.1071166992,-80.053909,,,0,,0
401,401,"E 38th St at Wallace St",,42.1062927246,-80.056152,,,0,,0
402,402,"E 38th St at Parade",,42.1054382324,-80.058487,,,0,,0
403,403,"E 38th St at Old French Rd",,42.1042900085,-80.061638,,,0,,0
404,404,"E 38th St at Holland St",,42.10364151,-80.063293,,,0,,0
405,405,"E 38th St at French St",,42.1027603149,-80.065704,,,0,,0
406,406,"E 38th St at State St",,42.1023025513,-80.06694,,,0,,0
407,407,"E 38th St at Beech Ave",,42.1018104553,-80.06823,,,0,,0
408,408,"W 38th St at Sassafras St",,42.1011047363,-80.070091,,,0,,0
409,409,"W 38th St at Eliot Rd",,42.100692749,-80.071243,,,0,,0
410,410,"W 38th St at Shunpike Rd",,42.0983200073,-80.077896,,,0,,0
4100,4100,"Manchester Rd at Bowman Ct",,42.0629882812,-80.220512,,,0,,0
4101,4101,"Manchester Rd at Townsend Dr",,42.0652084351,-80.221947,,,0,,0
4102,4102,"Manchester Rd at W Lake Rd",,42.06823349,-80.223885,,,0,,0
4103,4103,"W Lake Rd at Morrison Dr",,42.0699081421,-80.220352,,,0,,0
4104,4104,"W Lake Rd at Millfair Rd",,42.0758781433,-80.206619,,,0,,0
4105,4105,"W Lake Rd at Woodside Dr",,42.0779495239,-80.192009,,,0,,0
4107,4107,"Asbury Rd at W 23rd St",,42.073299408,-80.183067,,,0,,0
4108,4108,"Achievement Center",,42.0717582703,-80.189491,,,0,,0
411,411,"W 38th St at Cherry St",,42.0973434448,-80.080246,,,0,,0
412,412,"W 38th St at Cherry St",,42.0970573425,-80.080345,,,0,,0
413,413,"W 38th St at Shunpike Rd",,42.0979614258,-80.077965,,,0,,0
414,414,"W 38th St at Myrtle St",,42.1001663208,-80.072235,,,0,,0
415,415,"W 38th St at Eliot Rd",,42.1004676819,-80.07132,,,0,,0
416,416,"W 38th St at Sassafras St",,42.1008987427,-80.070168,,,0,,0
417,417,"W 38th St at Task Ave",,42.1012496948,-80.069252,,,0,,0
418,418,"W 38th St at Beech Ave",,42.1015968323,-80.068306,,,0,,0
420,420,"E 38th St at Pennsylvania Ave",,42.1110610962,-80.042557,,,0,,0
421,421,"E 38th St at East Ave",,42.110332489,-80.04454,,,0,,0
422,422,"E 10th St (Bus Shelter)",,42.1263923645,-80.080109,,,0,,0
423,423,"E 10th St at German St OB",,42.1276855469,-80.076561,,,0,,0
424,424,"E 10th St at German St IB",,42.127872467,-80.076469,,,0,,0
425,425,"E 10th St at Jerry Uht Park",,42.1268577576,-80.079224,,,0,,0
426,426,"E 10th St at Parade St IB",,42.1286048889,-80.074478,,,0,,0
427,427,"E 10th St at Parade OB",,42.1284637451,-80.074387,,,0,,0
428,428,"E 10th St at Wallace IB",,42.1296386719,-80.071671,,,0,,0
429,429,"E 10th St at Wallace OB",,42.1294670105,-80.071739,,,0,,0
43,43,"Lincoln Park & Ride",,42.1103401184,-80.11953,,,0,,0
430,430,"E 10th St at Ash St IB",,42.1304588318,-80.069443,,,0,,0
431,431,"E 10th St at Ash St OB",,42.1302833557,-80.069511,,,0,,0
432,432,"E 10th St at Reed St OB",,42.1311073303,-80.067276,,,0,,0
433,433,"E 10th St at Reed St IB",,42.131275177,-80.067215,,,0,,0
434,434,"E 10th St at Wayne St OB",,42.1319313049,-80.065041,,,0,,0
435,435,"E 10th St at Wayne St IB",,42.1321029663,-80.064972,,,0,,0
436,436,"E 10th St at East Ave",,42.1334571838,-80.060913,,,0,,0
437,437,"East Ave at E 10th St",,42.1337928772,-80.060593,,,0,,0
