route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
105,43,t3AB-b183D-sl2B,"CORRY LOOP",1,6205,9440_shp,0,0
105,43,t3F9-b183D-sl2B,"CORRY LOOP",1,6205,9447_shp,0,0
105,43,t44E-b183D-sl2B,"CORRY LOOP",1,6205,9369_shp,0,0
105,43,t474-b18A1-sl2B,"CORRY LOOP",1,6305,9441_shp,0,0
105,43,t52D-b1905-sl2B,"CORRY LOOP",1,6405,9441_shp,0,0
105,43,t531-b18A1-sl2B,"CORRY LOOP",1,6305,9447_shp,0,0
105,43,t586-b18A1-sl2B,"CORRY LOOP",1,6305,9447_shp,0,0
105,43,t5B3-b18A1-sl2B,"CORRY LOOP",1,6305,9443_shp,0,0
105,43,t5EA-b1905-sl2B,"CORRY LOOP",1,6405,9447_shp,0,0
105,43,t617-b1905-sl2B,"CORRY LOOP",1,6405,9447_shp,0,0
105,43,t66C-b1905-sl2B,"CORRY LOOP",1,6405,9443_shp,0,0
105,45,t1B3-b17D9-sl2D,"CORRY LOOP",1,6105,9368_shp,0,0
105,45,t258-b17D9-sl2D,"CORRY LOOP",1,6105,9447_shp,0,0
105,45,t285-b17D9-sl2D,"CORRY LOOP",1,6105,9447_shp,0,0
105,45,t2DA-b17D9-sl2D,"CORRY LOOP",1,6105,9447_shp,0,0
105,45,t2E4-b183D-sl2D,"CORRY LOOP",1,6205,9441_shp,0,0
105,45,t32F-b17D9-sl2D,"CORRY LOOP",1,6105,9367_shp,0,0
105,45,t3AB-b183D-sl2D,"CORRY LOOP",1,6205,9440_shp,0,0
105,45,t3F9-b183D-sl2D,"CORRY LOOP",1,6205,9447_shp,0,0
105,45,t44E-b183D-sl2D,"CORRY LOOP",1,6205,9369_shp,0,0
105,45,t474-b18A1-sl2D,"CORRY LOOP",1,6305,9441_shp,0,0
105,45,t52D-b1905-sl2D,"CORRY LOOP",1,6405,9441_shp,0,0
105,45,t531-b18A1-sl2D,"CORRY LOOP",1,6305,9447_shp,0,0
105,45,t586-b18A1-sl2D,"CORRY LOOP",1,6305,9447_shp,0,0
105,45,t5B3-b18A1-sl2D,"CORRY LOOP",1,6305,9443_shp,0,0
105,45,t5EA-b1905-sl2D,"CORRY LOOP",1,6405,9447_shp,0,0
105,45,t617-b1905-sl2D,"CORRY LOOP",1,6405,9447_shp,0,0
105,45,t66C-b1905-sl2D,"CORRY LOOP",1,6405,9443_shp,0,0
11,45,t358-b24F-sl2D,"HARBORCREEK",0,591,9266_shp,0,0
11,45,t3AC-b24F-sl2D,"HARBORCREEK - D. TOWN",1,591,9272_shp,0,0
11,45,t46B-b250-sl2D,"HARBORCREEK",0,592,9266_shp,0,0
11,45,t4BF-b250-sl2D,"HARBORCREEK - D. TOWN",1,592,9272_shp,0,0
12,43,t387-b272-sl2B,"W.26 - ALBION",0,626,9423_shp,0,0
12,43,t401-b272-sl2B,"ALBION - W. 26",1,626,9420_shp,0,0
12,43,t5A5-b273-sl2B,"W.26 - ALBION",0,627,9421_shp,0,0
12,43,t658-b273-sl2B,"ALBION - W. 26",1,627,9422_shp,0,0
12,45,t387-b272-sl2D,"W.26 - ALBION",0,626,9423_shp,0,0
12,45,t401-b272-sl2D,"ALBION - W. 26",1,626,9420_shp,0,0
12,45,t5A5-b273-sl2D,"W.26 - ALBION",0,627,9421_shp,0,0
12,45,t658-b273-sl2D,"ALBION - W. 26",1,627,9422_shp,0,0
14,39,t3A2-b2CA-sl27,"",0,714,9453_shp,0,0
14,39,t41A-b2CA-sl27,"PENN WEST - D. TOWN",1,714,9258_shp,0,0
14,39,t4BF-b2CA-sl27,"PENN. WEST - M.MALL",0,714,9317_shp,0,0
14,39,t537-b2CA-sl27,"PENN WEST - D. TOWN",1,714,9258_shp,0,0
14,39,t5DC-b2CA-sl27,"",0,714,9453_shp,0,0
14,39,t654-b2CA-sl27,"PENN WEST - D. TOWN",1,714,9258_shp,0,0
14,43,t276-b266-sl2B,"PENN. WEST - M.MALL",0,614,9462_shp,0,0
14,43,t2EE-b266-sl2B,"",1,614,9251_shp,0,0
14,43,t38E-b266-sl2B,"PENN. WEST - M.MALL",0,614,9462_shp,0,0
14,43,t3FC-b266-sl2B,"PENN WEST - D. TOWN",1,614,9315_shp,0,0
14,43,t483-b266-sl2B,"PENN. WEST - M.MALL",0,614,9462_shp,0,0
14,43,t528-b266-sl2B,"",1,614,9251_shp,0,0
14,43,t5A0-b266-sl2B,"PENN. WEST - M.MALL",0,614,9314_shp,0,0
14,43,t645-b266-sl2B,"",1,614,9251_shp,0,0
14,43,t6BD-b266-sl2B,"PENN. WEST - M.MALL",0,614,9314_shp,0,0
14,43,t73A-b266-sl2B,"",1,614,9251_shp,0,0
14,43,t7DF-b266-sl2B,"PENN. WEST - M.MALL",0,614,9468_shp,0,0
14,43,t83E-b266-sl2B,"PENN WEST - D. TOWN",1,614,9451_shp,0,0
14,45,t276-b266-sl2D,"PENN. WEST - M.MALL",0,614,9462_shp,0,0
14,45,t2EE-b266-sl2D,"",1,614,9251_shp,0,0
14,45,t38E-b266-sl2D,"PENN. WEST - M.MALL",0,614,9462_shp,0,0
14,45,t3FC-b266-sl2D,"PENN WEST - D. TOWN",1,614,9315_shp,0,0
14,45,t483-b266-sl2D,"PENN. WEST - M.MALL",0,614,9462_shp,0,0
14,45,t528-b266-sl2D,"",1,614,9251_shp,0,0
14,45,t5A0-b266-sl2D,"PENN. WEST - M.MALL",0,614,9314_shp,0,0
14,45,t645-b266-sl2D,"",1,614,9251_shp,0,0
14,45,t6BD-b266-sl2D,"PENN. WEST - M.MALL",0,614,9314_shp,0,0
14,45,t73A-b266-sl2D,"",1,614,9251_shp,0,0
14,45,t7DF-b266-sl2D,"PENN. WEST - M.MALL",0,614,9468_shp,0,0
14,45,t83E-b266-sl2D,"PENN WEST - D. TOWN",1,614,9451_shp,0,0
15,39,t343-b2BE-sl27,"BEHREND - M.MALL",0,702,9446_shp,0,0
15,39,t38E-b2BE-sl27,"M.MALL - BEHREND",1,702,9432_shp,0,0
15,39,t3B1-b2C0-sl27,"BEHREND - M.MALL",0,704,9446_shp,0,0
15,39,t3FC-b2C0-sl27,"M.MALL - BEHREND",1,704,9432_shp,0,0
15,39,t451-b2BE-sl27,"BEHREND - M.MALL",0,702,9446_shp,0,0
15,39,t46A-b2BE-sl27,"M.MALL - BEHREND",1,702,9432_shp,0,0
15,39,t4BF-b2C0-sl27,"BEHREND - M.MALL",0,704,9446_shp,0,0
15,39,t4D8-b2C0-sl27,"M.MALL - BEHREND",1,704,9432_shp,0,0
15,39,t52D-b2BE-sl27,"BEHREND - M.MALL",0,702,9446_shp,0,0
15,39,t546-b2BE-sl27,"M.MALL - BEHREND",1,702,9432_shp,0,0
15,39,t59B-b2C0-sl27,"BEHREND - M.MALL",0,704,9446_shp,0,0
15,39,t5DC-b2C0-sl27,"M.MALL - BEHREND",1,704,9432_shp,0,0
15,39,t609-b2BE-sl27,"BEHREND - M.MALL",0,702,9446_shp,0,0
15,39,t64A-b2BE-sl27,"M.MALL - BEHREND",1,702,9432_shp,0,0
15,39,t677-b2C0-sl27,"BEHREND - M.MALL",0,704,9446_shp,0,0
15,39,t6B8-b2C0-sl27,"M.MALL - BEHREND",1,704,9432_shp,0,0
15,39,t70D-b2BE-sl27,"BEHREND - M.MALL",0,702,9446_shp,0,0
15,39,t726-b2BE-sl27,"M.MALL - BEHREND",1,702,9432_shp,0,0
15,39,t77B-b2C0-sl27,"BEHREND - M.MALL",0,704,9446_shp,0,0
15,39,t794-b2C0-sl27,"M.MALL - BEHREND",1,704,9432_shp,0,0
15,39,t7E9-b2BE-sl27,"BEHREND - M.MALL",0,702,9446_shp,0,0
15,39,t802-b2BE-sl27,"M.MALL - BEHREND",1,702,9432_shp,0,0
16,39,t1B4-b2CC-sl27,"NORTHEAST",0,716,9406_shp,0,0
16,39,t22B-b2CC-sl27,"NORTHEAST-D.TOWN",1,716,9374_shp,0,0
16,39,t28A-b2CC-sl27,"NORTHEAST",0,716,9406_shp,0,0
16,39,t325-b2CC-sl27,"NORTHEAST-D.TOWN",1,716,9374_shp,0,0
16,39,t4D4-b2CD-sl27,"NORTHEAST",0,717,9406_shp,0,0
16,39,t54B-b2CD-sl27,"NORTHEAST-D.TOWN",1,717,9374_shp,0,0
16,39,t721-b2CE-sl27,"NORTHEAST",0,718,9406_shp,0,0
16,39,t794-b2CE-sl27,"NORTHEAST-D.TOWN",1,718,9374_shp,0,0
16,43,t1B4-b267-sl2B,"NORTHEAST",0,615,9383_shp,0,0
16,43,t221-b267-sl2B,"NORTHEAST-D.TOWN",1,615,9375_shp,0,0
16,43,t28A-b267-sl2B,"NORTHEAST",0,615,9383_shp,0,0
16,43,t2F7-b267-sl2B,"NORTHEAST-D.TOWN",1,615,9375_shp,0,0
16,43,t4D4-b268-sl2B,"NORTHEAST",0,616,9383_shp,0,0
16,43,t541-b268-sl2B,"NORTHEAST-D.TOWN",1,616,9375_shp,0,0
16,43,t721-b19D8-sl2B,"NORTHEAST",0,6616,9383_shp,0,0
16,43,t78E-b19D8-sl2B,"NORTHEAST-D.TOWN",1,6616,9375_shp,0,0
16,45,t1B4-b267-sl2D,"NORTHEAST",0,615,9383_shp,0,0
16,45,t221-b267-sl2D,"NORTHEAST-D.TOWN",1,615,9375_shp,0,0
16,45,t28A-b267-sl2D,"NORTHEAST",0,615,9383_shp,0,0
16,45,t2F7-b267-sl2D,"NORTHEAST-D.TOWN",1,615,9375_shp,0,0
16,45,t4D4-b268-sl2D,"NORTHEAST",0,616,9383_shp,0,0
16,45,t541-b268-sl2D,"NORTHEAST-D.TOWN",1,616,9375_shp,0,0
16,45,t721-b19D8-sl2D,"NORTHEAST",0,6616,9383_shp,0,0
16,45,t78E-b19D8-sl2D,"NORTHEAST-D.TOWN",1,6616,9375_shp,0,0
18,43,t2DA-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t320-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t33E-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t384-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t3A2-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9293_shp,0,0
18,43,t3E8-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t3F7-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t406-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t415-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t44C-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t45B-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t46A-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t479-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t4B0-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t4BF-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t4CE-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t4DD-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t514-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t523-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t532-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t541-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t578-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,43,t587-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9292_shp,0,0
18,43,t596-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t5DC-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t5FA-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t640-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t65E-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t6A4-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t6C2-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t708-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t726-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,43,t76C-b1825-sl2B,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t2DA-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t320-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t33E-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t384-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t3A2-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9293_shp,0,0
18,45,t3E8-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t3F7-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t406-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t415-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t44C-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t45B-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t46A-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t479-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t4B0-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t4BF-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t4CE-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t4DD-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t514-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t523-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t532-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t541-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t578-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9452_shp,0,0
18,45,t587-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9292_shp,0,0
18,45,t596-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t5DC-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t5FA-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t640-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t65E-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t6A4-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t6C2-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t708-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t726-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
18,45,t76C-b1825-sl2D,"PENN. STATE BEHREND CAMPUS",1,6181,9294_shp,0,0
19,43,t2D6-b26B-sl2B,"GANNON CAMPUS SHUTTLE",1,619,9313_shp,0,0
19,43,t320-b26B-sl2B,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,43,t334-b26B-sl2B,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,43,t348-b26B-sl2B,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,43,t384-b26B-sl2B,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,43,t398-b26B-sl2B,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,43,t3AC-b26B-sl2B,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,43,t5E2-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9313_shp,0,0
19,43,t604-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t640-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t654-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t668-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t6A4-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t6B8-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t6CC-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t708-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t71C-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t730-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t76C-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t780-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t794-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t7D0-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t7E4-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t7F8-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t834-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t848-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t85C-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,43,t898-b19DB-sl2B,"GANNON CAMPUS SHUTTLE",1,6619,9300_shp,0,0
19,45,t2D6-b26B-sl2D,"GANNON CAMPUS SHUTTLE",1,619,9313_shp,0,0
19,45,t320-b26B-sl2D,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,45,t334-b26B-sl2D,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,45,t348-b26B-sl2D,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,45,t384-b26B-sl2D,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,45,t398-b26B-sl2D,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,45,t3AC-b26B-sl2D,"GANNON CAMPUS SHUTTLE",1,619,9298_shp,0,0
19,45,t5E2-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9313_shp,0,0
19,45,t604-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t640-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t654-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t668-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t6A4-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t6B8-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t6CC-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t708-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t71C-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t730-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t76C-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t780-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t794-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t7D0-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t7E4-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t7F8-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t834-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t848-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t85C-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9298_shp,0,0
19,45,t898-b19DB-sl2D,"GANNON CAMPUS SHUTTLE",1,6619,9300_shp,0,0
20,43,t262-b28C-sl2B,"D.TOWN - 14TH & STATE",1,652,9295_shp,0,0
20,43,t28F-b28C-sl2B,"D.TOWN - 14TH & STATE",1,652,9295_shp,0,0
20,43,t2E1-b28C-sl2B,"D.TOWN - 14TH & STATE",1,652,9295_shp,0,0
20,43,t333-b28C-sl2B,"D.TOWN - 14TH & STATE",1,652,9295_shp,0,0
20,43,t460-b28A-sl2B,"D.TOWN - 14TH & STATE",1,650,9303_shp,0,0
20,43,t486-b28A-sl2B,"D.TOWN - 14TH & STATE",1,650,9303_shp,0,0
20,43,t4D4-b28A-sl2B,"D.TOWN - 14TH & STATE",1,650,9295_shp,0,0
20,43,t526-b28A-sl2B,"D.TOWN - 14TH & STATE",1,650,9303_shp,0,0
20,43,t5E8-b28B-sl2B,"D.TOWN - 14TH & STATE",1,651,9303_shp,0,0
20,43,t604-b28B-sl2B,"D.TOWN - 14TH & STATE",1,651,9303_shp,0,0
20,43,t64A-b28B-sl2B,"D.TOWN - 14TH & STATE",1,651,9303_shp,0,0
20,43,t672-b28B-sl2B,"D.TOWN - 14TH & STATE",1,651,9295_shp,0,0
20,45,t262-b28C-sl2D,"D.TOWN - 14TH & STATE",1,652,9295_shp,0,0
20,45,t28F-b28C-sl2D,"D.TOWN - 14TH & STATE",1,652,9295_shp,0,0
20,45,t2E1-b28C-sl2D,"D.TOWN - 14TH & STATE",1,652,9295_shp,0,0
20,45,t333-b28C-sl2D,"D.TOWN - 14TH & STATE",1,652,9295_shp,0,0
20,45,t460-b28A-sl2D,"D.TOWN - 14TH & STATE",1,650,9303_shp,0,0
20,45,t486-b28A-sl2D,"D.TOWN - 14TH & STATE",1,650,9303_shp,0,0
20,45,t4D4-b28A-sl2D,"D.TOWN - 14TH & STATE",1,650,9295_shp,0,0
20,45,t526-b28A-sl2D,"D.TOWN - 14TH & STATE",1,650,9303_shp,0,0
20,45,t5E8-b28B-sl2D,"D.TOWN - 14TH & STATE",1,651,9303_shp,0,0
20,45,t604-b28B-sl2D,"D.TOWN - 14TH & STATE",1,651,9303_shp,0,0
20,45,t64A-b28B-sl2D,"D.TOWN - 14TH & STATE",1,651,9303_shp,0,0
20,45,t672-b28B-sl2D,"D.TOWN - 14TH & STATE",1,651,9295_shp,0,0
21,39,t258-b2C7-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,711,9304_shp,0,0
21,39,t276-b2C7-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,711,9307_shp,0,0
21,39,t2BC-b2C6-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,710,9304_shp,0,0
21,39,t2DC-b2C6-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,710,9307_shp,0,0
21,39,t321-b2C7-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,711,9304_shp,0,0
21,39,t341-b2C7-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,711,9307_shp,0,0
21,39,t38C-b2C6-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,710,9304_shp,0,0
21,39,t3AC-b2C6-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,710,9307_shp,0,0
21,39,t3F1-b2C7-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,711,9304_shp,0,0
21,39,t411-b2C7-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,711,9307_shp,0,0
21,39,t45C-b2C6-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,710,9304_shp,0,0
21,39,t47C-b2C6-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,710,9307_shp,0,0
21,39,t4C1-b2C7-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,711,9304_shp,0,0
21,39,t4DF-b2C7-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,711,9307_shp,0,0
21,39,t52C-b2C6-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,710,9304_shp,0,0
21,39,t54C-b2C6-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,710,9307_shp,0,0
21,39,t58F-b2C7-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,711,9304_shp,0,0
21,39,t5AF-b2C7-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,711,9307_shp,0,0
21,39,t5FC-b2C6-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,710,9304_shp,0,0
21,39,t644-b2C6-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,710,9307_shp,0,0
21,39,t65F-b2C7-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,711,9304_shp,0,0
21,39,t6A7-b2C7-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,711,9307_shp,0,0
21,39,t6CC-b2C6-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,710,9304_shp,0,0
21,39,t714-b2C6-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,710,9307_shp,0,0
21,39,t72C-b2C7-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,711,9304_shp,0,0
21,39,t774-b2C7-sl27,"G.EAGLE HARBORCREEK - 7TH & FRENCH",1,711,9307_shp,0,0
21,39,t79C-b2C6-sl27,"9TH & PEACH - G. EAGLE HARBORCREEK",0,710,9304_shp,0,0
